date,cluster,host,disk,score,avg,duration,dt,last_15_score,decision_status,score_threshold
2021-11-23,cluster_C,host_1,disk4,,1.0452020785571237,2,2021-11-23,3.0,F,50.0
2021-11-23,cluster_C,host_1,disk6,,1.0255962799672622,1,2021-11-23,2.0,F,50.0
2021-11-23,cluster_C,host_1,disk2,,1.019974477058107,5,2021-11-23,2.0,F,50.0
2021-11-23,cluster_C,host_1,disk12,,1.0305935543771942,3,2021-11-23,1.0,F,50.0
2021-11-23,cluster_C,host_1,disk11,,1.0850873811114112,1,2021-11-23,2.0,F,50.0
2021-11-23,cluster_C,host_1,disk10,,1.053948015715206,3,2021-11-23,1.0,F,50.0
2021-11-23,cluster_C,host_1,disk3,,,0,2021-11-23,,F,50.0
2021-11-24,cluster_C,host_1,disk1,,1.088562406833053,5,2021-11-24,2.0,F,50.0
2021-11-24,cluster_C,host_1,disk9,,1.1198118751127812,1,2021-11-24,,F,50.0
2021-11-24,cluster_C,host_1,disk8,,,0,2021-11-24,,F,50.0
2021-11-24,cluster_C,host_1,disk7,,,0,2021-11-24,3.0,F,50.0
2021-11-24,cluster_C,host_1,disk5,,1.0328310082047587,1,2021-11-24,6.0,F,50.0
2021-11-24,cluster_C,host_1,disk4,1.0,1.056264831435811,9,2021-11-24,3.0,F,50.0
2021-11-24,cluster_C,host_1,disk6,,,0,2021-11-24,2.0,F,50.0
2021-11-24,cluster_C,host_1,disk2,,1.0654404272332576,5,2021-11-24,2.0,F,50.0
2021-11-24,cluster_C,host_1,disk12,,1.0391173462387922,2,2021-11-24,1.0,F,50.0
2021-11-24,cluster_C,host_1,disk11,,1.0421462819039446,2,2021-11-24,2.0,F,50.0
2021-11-24,cluster_C,host_1,disk10,,1.014983043871034,3,2021-11-24,1.0,F,50.0
2021-11-24,cluster_C,host_1,disk3,,1.0674558334842699,2,2021-11-24,,F,50.0
2021-11-25,cluster_C,host_1,disk1,,1.0469166084159582,3,2021-11-25,2.0,F,50.0
2021-11-25,cluster_C,host_1,disk9,,1.0272044673463527,1,2021-11-25,,F,50.0
2021-11-25,cluster_C,host_1,disk8,,1.01958863612691,3,2021-11-25,,F,50.0
2021-11-25,cluster_C,host_1,disk7,,1.0267543716282104,1,2021-11-25,3.0,F,50.0
2021-11-25,cluster_C,host_1,disk5,1.0,1.0441238355022102,6,2021-11-25,6.0,F,50.0
2021-11-25,cluster_C,host_1,disk4,,1.0294744633399215,2,2021-11-25,3.0,F,50.0
2021-11-25,cluster_C,host_1,disk6,,,0,2021-11-25,2.0,F,50.0
2021-11-25,cluster_C,host_1,disk2,,,0,2021-11-25,2.0,F,50.0
2021-11-25,cluster_C,host_1,disk12,,,0,2021-11-25,1.0,F,50.0
2021-11-25,cluster_C,host_1,disk11,1.0,1.0556604012437871,6,2021-11-25,2.0,F,50.0
2021-11-25,cluster_C,host_1,disk10,,,0,2021-11-25,1.0,F,50.0
2021-11-25,cluster_C,host_1,disk3,,1.0452617986853714,3,2021-11-25,,F,50.0
2021-11-26,cluster_C,host_1,disk1,,1.104232755681436,3,2021-11-26,2.0,F,50.0
2021-11-26,cluster_C,host_1,disk9,,1.028057215859454,1,2021-11-26,,F,50.0
2021-11-26,cluster_C,host_1,disk8,,1.0159605926878128,1,2021-11-26,,F,50.0
2021-11-26,cluster_C,host_1,disk7,,1.0094138783387,3,2021-11-26,3.0,F,50.0
2021-11-26,cluster_C,host_1,disk5,,1.0226333318874743,2,2021-11-26,6.0,F,50.0
2021-11-26,cluster_C,host_1,disk4,,1.0769347009139962,1,2021-11-26,3.0,F,50.0
2021-11-26,cluster_C,host_1,disk6,,1.0101809376774002,2,2021-11-26,2.0,F,50.0
2021-11-26,cluster_C,host_1,disk2,,1.0249342891776902,4,2021-11-26,2.0,F,50.0
2021-11-26,cluster_C,host_1,disk12,,,0,2021-11-26,1.0,F,50.0
2021-11-26,cluster_C,host_1,disk11,,1.0131273217710437,2,2021-11-26,2.0,F,50.0
2021-11-26,cluster_C,host_1,disk10,1.0,1.0549380424365167,6,2021-11-26,1.0,F,50.0
2021-11-26,cluster_C,host_1,disk3,,,0,2021-11-26,,F,50.0
2021-11-27,cluster_C,host_1,disk1,,1.0166341962882528,3,2021-11-27,2.0,F,50.0
2021-11-27,cluster_C,host_1,disk9,,1.0415034859725414,1,2021-11-27,,F,50.0
2021-11-27,cluster_C,host_1,disk8,,,0,2021-11-27,,F,50.0
2021-11-27,cluster_C,host_1,disk7,,,0,2021-11-27,3.0,F,50.0
2021-11-27,cluster_C,host_1,disk5,1.0,1.0393789113232506,6,2021-11-27,6.0,F,50.0
2021-11-27,cluster_C,host_1,disk4,,1.0198038504169964,3,2021-11-27,3.0,F,50.0
2021-11-27,cluster_C,host_1,disk6,,1.0282061580826158,1,2021-11-27,2.0,F,50.0
2021-11-27,cluster_C,host_1,disk2,1.0,1.0550440649288468,8,2021-11-27,2.0,F,50.0
2021-11-27,cluster_C,host_1,disk12,,,0,2021-11-27,1.0,F,50.0
2021-11-27,cluster_C,host_1,disk11,,1.059725549263692,3,2021-11-27,2.0,F,50.0
2021-11-27,cluster_C,host_1,disk10,,1.0315742732894915,1,2021-11-27,1.0,F,50.0
2021-11-27,cluster_C,host_1,disk3,,,0,2021-11-27,,F,50.0
2021-11-28,cluster_C,host_1,disk1,,1.0262961746793544,1,2021-11-28,2.0,F,50.0
2021-11-28,cluster_C,host_1,disk9,,1.0605163178233346,4,2021-11-28,,F,50.0
2021-11-28,cluster_C,host_1,disk8,,,0,2021-11-28,,F,50.0
2021-11-28,cluster_C,host_1,disk7,1.0,1.0567310547983242,7,2021-11-28,3.0,F,50.0
2021-11-28,cluster_C,host_1,disk5,,1.063442394720369,4,2021-11-28,6.0,F,50.0
2021-11-28,cluster_C,host_1,disk4,,1.042399482019488,3,2021-11-28,3.0,F,50.0
2021-11-28,cluster_C,host_1,disk6,,1.0342015067230657,2,2021-11-28,2.0,F,50.0
2021-11-28,cluster_C,host_1,disk2,,1.0527726387670713,1,2021-11-28,2.0,F,50.0
2021-11-28,cluster_C,host_1,disk12,,1.0458258168801031,2,2021-11-28,1.0,F,50.0
2021-11-28,cluster_C,host_1,disk11,,1.0321398487614195,3,2021-11-28,2.0,F,50.0
2021-11-28,cluster_C,host_1,disk10,,,0,2021-11-28,1.0,F,50.0
2021-11-28,cluster_C,host_1,disk3,,,0,2021-11-28,,F,50.0
2021-11-29,cluster_C,host_1,disk1,,1.030290918437446,4,2021-11-29,2.0,F,50.0
2021-11-29,cluster_C,host_1,disk9,,1.0325472376388432,3,2021-11-29,,F,50.0
2021-11-29,cluster_C,host_1,disk8,,,0,2021-11-29,,F,50.0
2021-11-29,cluster_C,host_1,disk7,,,0,2021-11-29,3.0,F,50.0
2021-11-29,cluster_C,host_1,disk5,1.0,1.066419539653227,6,2021-11-29,6.0,F,50.0
2021-11-29,cluster_C,host_1,disk4,,1.0257180351789938,3,2021-11-29,3.0,F,50.0
2021-11-29,cluster_C,host_1,disk6,,1.0475855269300198,1,2021-11-29,2.0,F,50.0
2021-11-29,cluster_C,host_1,disk2,,1.0381587225244462,2,2021-11-29,2.0,F,50.0
2021-11-29,cluster_C,host_1,disk12,,,0,2021-11-29,1.0,F,50.0
2021-11-29,cluster_C,host_1,disk11,,1.0719259223320796,5,2021-11-29,2.0,F,50.0
2021-11-29,cluster_C,host_1,disk10,,,0,2021-11-29,1.0,F,50.0
2021-11-29,cluster_C,host_1,disk3,,1.032420443508445,2,2021-11-29,,F,50.0
2021-11-30,cluster_C,host_1,disk1,,1.013820749516515,1,2021-11-30,2.0,F,50.0
2021-11-30,cluster_C,host_1,disk9,,1.0696204409967,3,2021-11-30,,F,50.0
2021-11-30,cluster_C,host_1,disk8,,,0,2021-11-30,,F,50.0
2021-11-30,cluster_C,host_1,disk7,1.0,1.0440906177520226,7,2021-11-30,3.0,F,50.0
2021-11-30,cluster_C,host_1,disk5,,1.0800237633106957,1,2021-11-30,6.0,F,50.0
2021-11-30,cluster_C,host_1,disk4,,,0,2021-11-30,3.0,F,50.0
2021-11-30,cluster_C,host_1,disk6,,1.023195447025773,1,2021-11-30,2.0,F,50.0
2021-11-30,cluster_C,host_1,disk2,,1.0434494897379913,2,2021-11-30,2.0,F,50.0
2021-11-30,cluster_C,host_1,disk12,,1.0667505351190254,5,2021-11-30,1.0,F,50.0
2021-11-30,cluster_C,host_1,disk11,,,0,2021-11-30,2.0,F,50.0
2021-11-30,cluster_C,host_1,disk10,,1.0298879123900422,2,2021-11-30,1.0,F,50.0
2021-11-30,cluster_C,host_1,disk3,,1.0643059995466593,2,2021-11-30,,F,50.0
2021-12-01,cluster_C,host_1,disk1,,1.076862558262148,2,2021-12-01,2.0,F,50.0
2021-12-01,cluster_C,host_1,disk9,,1.0299650959087279,3,2021-12-01,,F,50.0
2021-12-01,cluster_C,host_1,disk8,,1.0069580372075204,1,2021-12-01,,F,50.0
2021-12-01,cluster_C,host_1,disk7,,,0,2021-12-01,3.0,F,50.0
2021-12-01,cluster_C,host_1,disk5,1.0,1.0653126303035236,7,2021-12-01,6.0,F,50.0
2021-12-01,cluster_C,host_1,disk4,,1.0015889558750162,1,2021-12-01,3.0,F,50.0
2021-12-01,cluster_C,host_1,disk6,,1.1397801661459188,2,2021-12-01,2.0,F,50.0
2021-12-01,cluster_C,host_1,disk2,,1.0201695654363618,3,2021-12-01,2.0,F,50.0
2021-12-01,cluster_C,host_1,disk12,,1.0456840967402066,3,2021-12-01,1.0,F,50.0
2021-12-01,cluster_C,host_1,disk11,,1.0633519709528563,1,2021-12-01,2.0,F,50.0
2021-12-01,cluster_C,host_1,disk10,,1.113042279104335,3,2021-12-01,1.0,F,50.0
2021-12-01,cluster_C,host_1,disk3,,1.0671280998409742,3,2021-12-01,,F,50.0
2021-12-02,cluster_C,host_1,disk1,,1.0465855678704739,2,2021-12-02,2.0,F,50.0
2021-12-02,cluster_C,host_1,disk9,,,0,2021-12-02,,F,50.0
2021-12-02,cluster_C,host_1,disk8,,1.0046895610211846,1,2021-12-02,,F,50.0
2021-12-02,cluster_C,host_1,disk7,,1.0227481818233657,1,2021-12-02,3.0,F,50.0
2021-12-02,cluster_C,host_1,disk5,,1.074155519372301,3,2021-12-02,6.0,F,50.0
2021-12-02,cluster_C,host_1,disk4,1.0,1.0224195693886675,7,2021-12-02,3.0,F,50.0
2021-12-02,cluster_C,host_1,disk6,,1.0197357776523752,2,2021-12-02,2.0,F,50.0
2021-12-02,cluster_C,host_1,disk2,,1.053076658186968,4,2021-12-02,2.0,F,50.0
2021-12-02,cluster_C,host_1,disk12,1.0,1.0696745703363866,6,2021-12-02,1.0,F,50.0
2021-12-02,cluster_C,host_1,disk11,,,0,2021-12-02,2.0,F,50.0
2021-12-02,cluster_C,host_1,disk10,,1.0313192363543422,1,2021-12-02,1.0,F,50.0
2021-12-02,cluster_C,host_1,disk3,,1.0309939255195122,4,2021-12-02,,F,50.0
2021-12-03,cluster_C,host_1,disk1,,1.0706516319251267,3,2021-12-03,2.0,F,50.0
2021-12-03,cluster_C,host_1,disk9,,1.0641489784266702,2,2021-12-03,,F,50.0
2021-12-03,cluster_C,host_1,disk8,,1.0266908195932047,1,2021-12-03,,F,50.0
2021-12-03,cluster_C,host_1,disk7,,1.0559431584118784,5,2021-12-03,3.0,F,50.0
2021-12-03,cluster_C,host_1,disk5,,1.0972385821026744,3,2021-12-03,6.0,F,50.0
2021-12-03,cluster_C,host_1,disk4,,1.0563251010535657,5,2021-12-03,3.0,F,50.0
2021-12-03,cluster_C,host_1,disk6,,1.0607106069177534,3,2021-12-03,2.0,F,50.0
2021-12-03,cluster_C,host_1,disk2,,1.023606914916225,2,2021-12-03,2.0,F,50.0
2021-12-03,cluster_C,host_1,disk12,,,0,2021-12-03,1.0,F,50.0
2021-12-03,cluster_C,host_1,disk11,1.0,1.1354020082614638,7,2021-12-03,2.0,F,50.0
2021-12-03,cluster_C,host_1,disk10,,1.049026219956739,4,2021-12-03,1.0,F,50.0
2021-12-03,cluster_C,host_1,disk3,,,0,2021-12-03,,F,50.0
2021-12-04,cluster_C,host_1,disk1,,1.075887485035666,3,2021-12-04,2.0,F,50.0
2021-12-04,cluster_C,host_1,disk9,,,0,2021-12-04,,F,50.0
2021-12-04,cluster_C,host_1,disk8,,1.0617684550830797,3,2021-12-04,,F,50.0
2021-12-04,cluster_C,host_1,disk7,,1.0466095063500584,2,2021-12-04,3.0,F,50.0
2021-12-04,cluster_C,host_1,disk5,,1.0225452095734,5,2021-12-04,6.0,F,50.0
2021-12-04,cluster_C,host_1,disk4,1.0,1.0415722620916552,10,2021-12-04,3.0,F,50.0
2021-12-04,cluster_C,host_1,disk6,,1.0406676306626814,1,2021-12-04,2.0,F,50.0
2021-12-04,cluster_C,host_1,disk2,,,0,2021-12-04,2.0,F,50.0
2021-12-04,cluster_C,host_1,disk12,,1.0545206206563307,2,2021-12-04,1.0,F,50.0
2021-12-04,cluster_C,host_1,disk11,,1.0040536438593939,1,2021-12-04,2.0,F,50.0
2021-12-04,cluster_C,host_1,disk10,,1.0173731464765574,1,2021-12-04,1.0,F,50.0
2021-12-04,cluster_C,host_1,disk3,,,0,2021-12-04,,F,50.0
2021-12-05,cluster_C,host_1,disk1,,,0,2021-12-05,2.0,F,50.0
2021-12-05,cluster_C,host_1,disk9,,1.0526062595598307,3,2021-12-05,,F,50.0
2021-12-05,cluster_C,host_1,disk8,,1.0042825517135423,1,2021-12-05,,F,50.0
2021-12-05,cluster_C,host_1,disk7,,1.055778430444087,1,2021-12-05,3.0,F,50.0
2021-12-05,cluster_C,host_1,disk5,,1.0135594530073495,1,2021-12-05,6.0,F,50.0
2021-12-05,cluster_C,host_1,disk4,,1.2230912954978983,1,2021-12-05,3.0,F,50.0
2021-12-05,cluster_C,host_1,disk6,1.0,1.0488976917558217,6,2021-12-05,2.0,F,50.0
2021-12-05,cluster_C,host_1,disk2,,1.049093428453636,4,2021-12-05,2.0,F,50.0
2021-12-05,cluster_C,host_1,disk12,,1.027170880192898,1,2021-12-05,1.0,F,50.0
2021-12-05,cluster_C,host_1,disk11,,1.0202614849618432,4,2021-12-05,2.0,F,50.0
2021-12-05,cluster_C,host_1,disk10,,1.0311379241284573,2,2021-12-05,1.0,F,50.0
2021-12-05,cluster_C,host_1,disk3,,1.0442393650417934,3,2021-12-05,,F,50.0
2021-11-21,cluster_C,host_10,disk1,1.0,1.0585144040359702,11,2021-11-21,5.0,F,50.0
2021-11-21,cluster_C,host_10,disk9,,,0,2021-11-21,1.0,F,50.0
2021-11-21,cluster_C,host_10,disk8,1.0,1.0269607057774164,6,2021-11-21,1.0,F,50.0
2021-11-21,cluster_C,host_10,disk7,,1.0822190828395306,5,2021-11-21,1.0,F,50.0
2021-11-21,cluster_C,host_10,disk5,,1.1191400687173239,3,2021-11-21,3.0,F,50.0
2021-11-21,cluster_C,host_10,disk4,,,0,2021-11-21,1.0,F,50.0
2021-11-21,cluster_C,host_10,disk6,,,0,2021-11-21,3.0,F,50.0
2021-11-21,cluster_C,host_10,disk2,,1.0093223701114997,1,2021-11-21,5.0,F,50.0
2021-11-21,cluster_C,host_10,disk12,,1.1248260370724563,1,2021-11-21,1.0,F,50.0
2021-11-21,cluster_C,host_10,disk11,,1.0168423549904864,2,2021-11-21,1.0,F,50.0
2021-11-21,cluster_C,host_10,disk10,,1.1617614376984327,3,2021-11-21,1.0,F,50.0
2021-11-21,cluster_C,host_10,disk3,,,0,2021-11-21,2.0,F,50.0
2021-11-22,cluster_C,host_10,disk1,1.0,1.0546632222860532,6,2021-11-22,5.0,F,50.0
2021-11-22,cluster_C,host_10,disk9,1.0,1.087618029119686,9,2021-11-22,1.0,F,50.0
2021-11-22,cluster_C,host_10,disk8,,1.047673316697803,5,2021-11-22,1.0,F,50.0
2021-11-22,cluster_C,host_10,disk7,,1.054225187821715,5,2021-11-22,1.0,F,50.0
2021-11-22,cluster_C,host_10,disk5,,1.0266724134885088,2,2021-11-22,3.0,F,50.0
2021-11-22,cluster_C,host_10,disk4,,1.0292832095823214,1,2021-11-22,1.0,F,50.0
2021-11-22,cluster_C,host_10,disk6,,1.0332053314324052,4,2021-11-22,3.0,F,50.0
2021-11-22,cluster_C,host_10,disk2,,,0,2021-11-22,5.0,F,50.0
2021-11-22,cluster_C,host_10,disk12,,1.0448443508395797,1,2021-11-22,1.0,F,50.0
2021-11-22,cluster_C,host_10,disk11,,,0,2021-11-22,1.0,F,50.0
2021-11-22,cluster_C,host_10,disk10,,,0,2021-11-22,1.0,F,50.0
2021-11-22,cluster_C,host_10,disk3,,1.0690314594828783,1,2021-11-22,2.0,F,50.0
2021-11-23,cluster_C,host_10,disk1,,1.0533563973021884,3,2021-11-23,5.0,F,50.0
2021-11-23,cluster_C,host_10,disk9,,1.0171343446384025,3,2021-11-23,1.0,F,50.0
2021-11-23,cluster_C,host_10,disk8,,1.0088923051942782,1,2021-11-23,1.0,F,50.0
2021-11-23,cluster_C,host_10,disk7,,1.0395780946662576,2,2021-11-23,1.0,F,50.0
2021-11-23,cluster_C,host_10,disk5,,1.0228373156925123,2,2021-11-23,3.0,F,50.0
2021-11-23,cluster_C,host_10,disk4,,1.029679153224756,3,2021-11-23,1.0,F,50.0
2021-11-23,cluster_C,host_10,disk6,1.0,1.0434417659978306,10,2021-11-23,3.0,F,50.0
2021-11-23,cluster_C,host_10,disk2,1.0,1.0641292102395756,6,2021-11-23,5.0,F,50.0
2021-11-23,cluster_C,host_10,disk12,,1.0911943275430038,5,2021-11-23,1.0,F,50.0
2021-11-23,cluster_C,host_10,disk11,,,0,2021-11-23,1.0,F,50.0
2021-11-23,cluster_C,host_10,disk10,,1.0220462787170892,2,2021-11-23,1.0,F,50.0
2021-11-23,cluster_C,host_10,disk3,,1.018617153735852,1,2021-11-23,2.0,F,50.0
2021-11-24,cluster_C,host_10,disk1,,1.066627422010925,2,2021-11-24,5.0,F,50.0
2021-11-24,cluster_C,host_10,disk9,,1.0318979856119375,1,2021-11-24,1.0,F,50.0
2021-11-24,cluster_C,host_10,disk8,,1.0931049301942573,2,2021-11-24,1.0,F,50.0
2021-11-24,cluster_C,host_10,disk7,,1.1511430974829693,1,2021-11-24,1.0,F,50.0
2021-11-24,cluster_C,host_10,disk5,1.0,1.0651059288502491,8,2021-11-24,3.0,F,50.0
2021-11-24,cluster_C,host_10,disk4,,,0,2021-11-24,1.0,F,50.0
2021-11-24,cluster_C,host_10,disk6,1.0,1.041713296315847,7,2021-11-24,3.0,F,50.0
2021-11-24,cluster_C,host_10,disk2,,1.0516294534633814,3,2021-11-24,5.0,F,50.0
2021-11-24,cluster_C,host_10,disk12,,,0,2021-11-24,1.0,F,50.0
2021-11-24,cluster_C,host_10,disk11,,1.0114078971098297,2,2021-11-24,1.0,F,50.0
2021-11-24,cluster_C,host_10,disk10,,1.0840639653701547,4,2021-11-24,1.0,F,50.0
2021-11-24,cluster_C,host_10,disk3,,1.023402142914994,2,2021-11-24,2.0,F,50.0
2021-11-25,cluster_C,host_10,disk1,,1.0202949845205342,1,2021-11-25,5.0,F,50.0
2021-11-25,cluster_C,host_10,disk9,,1.0300124225513418,3,2021-11-25,1.0,F,50.0
2021-11-25,cluster_C,host_10,disk8,,1.0508530933731195,2,2021-11-25,1.0,F,50.0
2021-11-25,cluster_C,host_10,disk7,1.0,1.0402179017718105,7,2021-11-25,1.0,F,50.0
2021-11-25,cluster_C,host_10,disk5,,1.068721896664256,5,2021-11-25,3.0,F,50.0
2021-11-25,cluster_C,host_10,disk4,,,0,2021-11-25,1.0,F,50.0
2021-11-25,cluster_C,host_10,disk6,,,0,2021-11-25,3.0,F,50.0
2021-11-25,cluster_C,host_10,disk2,,1.0245028437057564,5,2021-11-25,5.0,F,50.0
2021-11-25,cluster_C,host_10,disk12,,,0,2021-11-25,1.0,F,50.0
2021-11-25,cluster_C,host_10,disk11,,,0,2021-11-25,1.0,F,50.0
2021-11-25,cluster_C,host_10,disk10,,1.0930479455689455,1,2021-11-25,1.0,F,50.0
2021-11-25,cluster_C,host_10,disk3,1.0,1.0543871639842233,8,2021-11-25,2.0,F,50.0
2021-11-26,cluster_C,host_10,disk1,1.0,1.0439953683697032,7,2021-11-26,5.0,F,50.0
2021-11-26,cluster_C,host_10,disk9,,,0,2021-11-26,1.0,F,50.0
2021-11-26,cluster_C,host_10,disk8,,1.0288778043783178,2,2021-11-26,1.0,F,50.0
2021-11-26,cluster_C,host_10,disk7,,1.0952339281020709,3,2021-11-26,1.0,F,50.0
2021-11-26,cluster_C,host_10,disk5,,1.0921675826007151,4,2021-11-26,3.0,F,50.0
2021-11-26,cluster_C,host_10,disk4,,,0,2021-11-26,1.0,F,50.0
2021-11-26,cluster_C,host_10,disk6,,,0,2021-11-26,3.0,F,50.0
2021-11-26,cluster_C,host_10,disk2,,1.0768688050506152,4,2021-11-26,5.0,F,50.0
2021-11-26,cluster_C,host_10,disk12,,1.1025280868958565,1,2021-11-26,1.0,F,50.0
2021-11-26,cluster_C,host_10,disk11,,,0,2021-11-26,1.0,F,50.0
2021-11-26,cluster_C,host_10,disk10,,,0,2021-11-26,1.0,F,50.0
2021-11-26,cluster_C,host_10,disk3,,1.0016184823136611,1,2021-11-26,2.0,F,50.0
2021-11-27,cluster_C,host_10,disk1,,,0,2021-11-27,5.0,F,50.0
2021-11-27,cluster_C,host_10,disk9,,1.04533467448778,1,2021-11-27,1.0,F,50.0
2021-11-27,cluster_C,host_10,disk8,,1.0323169846265725,1,2021-11-27,1.0,F,50.0
2021-11-27,cluster_C,host_10,disk7,,1.0642304676473402,5,2021-11-27,1.0,F,50.0
2021-11-27,cluster_C,host_10,disk5,,1.0526186523989398,5,2021-11-27,3.0,F,50.0
2021-11-27,cluster_C,host_10,disk4,,1.0527786591614599,4,2021-11-27,1.0,F,50.0
2021-11-27,cluster_C,host_10,disk6,,1.0597695788325059,3,2021-11-27,3.0,F,50.0
2021-11-27,cluster_C,host_10,disk2,,1.0440162918620224,5,2021-11-27,5.0,F,50.0
2021-11-27,cluster_C,host_10,disk12,,1.0023204321288093,1,2021-11-27,1.0,F,50.0
2021-11-27,cluster_C,host_10,disk11,,1.0404845388431647,1,2021-11-27,1.0,F,50.0
2021-11-27,cluster_C,host_10,disk10,,,0,2021-11-27,1.0,F,50.0
2021-11-27,cluster_C,host_10,disk3,,1.04368593920509,2,2021-11-27,2.0,F,50.0
2021-11-28,cluster_C,host_10,disk1,,,0,2021-11-28,5.0,F,50.0
2021-11-28,cluster_C,host_10,disk9,,1.0005403640323314,1,2021-11-28,1.0,F,50.0
2021-11-28,cluster_C,host_10,disk8,,,0,2021-11-28,1.0,F,50.0
2021-11-28,cluster_C,host_10,disk7,,1.1080025982318464,4,2021-11-28,1.0,F,50.0
2021-11-28,cluster_C,host_10,disk5,,1.0522527753668898,1,2021-11-28,3.0,F,50.0
2021-11-28,cluster_C,host_10,disk4,1.0,1.039249000628059,7,2021-11-28,1.0,F,50.0
2021-11-28,cluster_C,host_10,disk6,1.0,1.0755127670871794,9,2021-11-28,3.0,F,50.0
2021-11-28,cluster_C,host_10,disk2,1.0,1.0593889827819665,6,2021-11-28,5.0,F,50.0
2021-11-28,cluster_C,host_10,disk12,,,0,2021-11-28,1.0,F,50.0
2021-11-28,cluster_C,host_10,disk11,,1.0029801568100654,1,2021-11-28,1.0,F,50.0
2021-11-28,cluster_C,host_10,disk10,,1.0073428388791945,1,2021-11-28,1.0,F,50.0
2021-11-28,cluster_C,host_10,disk3,,1.0142014562976363,4,2021-11-28,2.0,F,50.0
2021-11-29,cluster_C,host_10,disk1,,1.0556549930782706,2,2021-11-29,5.0,F,50.0
2021-11-29,cluster_C,host_10,disk9,,1.0064089592271088,2,2021-11-29,1.0,F,50.0
2021-11-29,cluster_C,host_10,disk8,,1.01702659817196,2,2021-11-29,1.0,F,50.0
2021-11-29,cluster_C,host_10,disk7,,1.0553953986553573,2,2021-11-29,1.0,F,50.0
2021-11-29,cluster_C,host_10,disk5,1.0,1.060854109708253,7,2021-11-29,3.0,F,50.0
2021-11-29,cluster_C,host_10,disk4,,,0,2021-11-29,1.0,F,50.0
2021-11-29,cluster_C,host_10,disk6,,1.055695845773498,1,2021-11-29,3.0,F,50.0
2021-11-29,cluster_C,host_10,disk2,1.0,1.06240109674347,7,2021-11-29,5.0,F,50.0
2021-11-29,cluster_C,host_10,disk12,,1.0228203306380783,2,2021-11-29,1.0,F,50.0
2021-11-29,cluster_C,host_10,disk11,,1.0657312699115822,1,2021-11-29,1.0,F,50.0
2021-11-29,cluster_C,host_10,disk10,,1.0114908291194213,2,2021-11-29,1.0,F,50.0
2021-11-29,cluster_C,host_10,disk3,,1.0386044322735448,1,2021-11-29,2.0,F,50.0
2021-11-30,cluster_C,host_10,disk1,,1.0116576677780607,1,2021-11-30,5.0,F,50.0
2021-11-30,cluster_C,host_10,disk9,,1.1333356874771996,2,2021-11-30,1.0,F,50.0
