date,cluster,host,disk,prediction,source_algorithm,date_dt,last_15_score,decision_status,score_threshold,lookback_days,algorithm,score,last_7_score
2021-11-26,cluster_C,host_3,disk1,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-22,cluster_C,host_30,disk1,1.0,csr,2021-11-22,2.0,T,0.8,15,csr,,
2021-11-23,cluster_C,host_30,disk3,1.0,csr,2021-11-23,1.0,T,0.8,15,csr,,
2021-11-27,cluster_C,host_30,disk1,1.0,csr,2021-11-27,2.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_31,disk3,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-12-01,cluster_C,host_31,disk5,1.0,csr,2021-12-01,1.0,T,0.8,15,csr,,
2021-12-01,cluster_C,host_31,disk7,1.0,csr,2021-12-01,1.0,T,0.8,15,csr,,
2021-11-27,cluster_C,host_32,disk12,1.0,csr,2021-11-27,1.0,T,0.8,15,csr,,
2021-12-01,cluster_C,host_32,disk2,1.0,csr,2021-12-01,1.0,T,0.8,15,csr,,
2021-11-27,cluster_C,host_33,disk5,1.0,csr,2021-11-27,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_34,disk12,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_34,disk5,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_34,disk11,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_34,disk1,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_35,disk6,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-25,cluster_C,host_36,disk1,1.0,csr,2021-11-25,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_36,disk9,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-28,cluster_C,host_36,disk10,1.0,csr,2021-11-28,1.0,T,0.8,15,csr,,
2021-11-29,cluster_C,host_36,disk3,1.0,csr,2021-11-29,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_36,disk8,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_37,disk8,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_38,disk4,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-28,cluster_C,host_38,disk9,1.0,csr,2021-11-28,1.0,T,0.8,15,csr,,
2021-11-28,cluster_C,host_39,disk3,1.0,csr,2021-11-28,1.0,T,0.8,15,csr,,
2021-11-21,cluster_C,host_40,disk1,1.0,csr,2021-11-21,4.0,T,0.8,15,csr,,
2021-11-23,cluster_C,host_40,disk1,1.0,csr,2021-11-23,4.0,T,0.8,15,csr,,
2021-11-24,cluster_C,host_40,disk3,1.0,csr,2021-11-24,1.0,T,0.8,15,csr,,
2021-11-27,cluster_C,host_40,disk1,1.0,csr,2021-11-27,4.0,T,0.8,15,csr,,
2021-11-28,cluster_C,host_40,disk1,1.0,csr,2021-11-28,4.0,T,0.8,15,csr,,
2021-12-05,cluster_C,host_40,disk12,1.0,csr,2021-12-05,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_41,disk8,1.0,csr,2021-11-26,2.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_41,disk7,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_41,disk6,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-28,cluster_C,host_41,disk8,1.0,csr,2021-11-28,2.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_41,disk3,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_41,disk4,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-12-05,cluster_C,host_41,disk10,1.0,csr,2021-12-05,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_42,disk4,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_42,disk9,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_42,disk12,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_42,disk10,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_42,disk5,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-27,cluster_C,host_42,disk6,1.0,csr,2021-11-27,2.0,T,0.8,15,csr,,
2021-11-29,cluster_C,host_42,disk11,1.0,csr,2021-11-29,2.0,T,0.8,15,csr,,
2021-12-01,cluster_C,host_42,disk11,1.0,csr,2021-12-01,2.0,T,0.8,15,csr,,
2021-12-02,cluster_C,host_42,disk3,1.0,csr,2021-12-02,1.0,T,0.8,15,csr,,
2021-12-02,cluster_C,host_42,disk6,1.0,csr,2021-12-02,2.0,T,0.8,15,csr,,
2021-12-03,cluster_C,host_42,disk1,1.0,csr,2021-12-03,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_43,disk11,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_43,disk2,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_43,disk1,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_43,disk6,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-12-01,cluster_C,host_43,disk10,1.0,csr,2021-12-01,1.0,T,0.8,15,csr,,
2021-12-03,cluster_C,host_43,disk3,1.0,csr,2021-12-03,1.0,T,0.8,15,csr,,
2021-11-21,cluster_C,host_44,disk2,1.0,csr,2021-11-21,1.0,T,0.8,15,csr,,
2021-11-29,cluster_C,host_44,disk3,1.0,csr,2021-11-29,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_44,disk4,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-11-21,cluster_C,host_46,disk12,1.0,csr,2021-11-21,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_46,disk1,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_46,disk10,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-27,cluster_C,host_47,disk2,1.0,csr,2021-11-27,1.0,T,0.8,15,csr,,
2021-11-29,cluster_C,host_47,disk1,1.0,csr,2021-11-29,2.0,T,0.8,15,csr,,
2021-12-01,cluster_C,host_47,disk1,1.0,csr,2021-12-01,2.0,T,0.8,15,csr,,
2021-11-21,cluster_C,host_48,disk4,1.0,csr,2021-11-21,2.0,T,0.8,15,csr,,
2021-11-24,cluster_C,host_48,disk2,1.0,csr,2021-11-24,3.0,T,0.8,15,csr,,
2021-11-24,cluster_C,host_48,disk4,1.0,csr,2021-11-24,2.0,T,0.8,15,csr,,
2021-11-25,cluster_C,host_48,disk2,1.0,csr,2021-11-25,3.0,T,0.8,15,csr,,
2021-11-28,cluster_C,host_48,disk1,1.0,csr,2021-11-28,3.0,T,0.8,15,csr,,
2021-11-29,cluster_C,host_48,disk1,1.0,csr,2021-11-29,3.0,T,0.8,15,csr,,
2021-11-29,cluster_C,host_48,disk2,1.0,csr,2021-11-29,3.0,T,0.8,15,csr,,
2021-12-02,cluster_C,host_48,disk1,1.0,csr,2021-12-02,3.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_49,disk2,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_5,disk1,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-12-01,cluster_C,host_5,disk6,1.0,csr,2021-12-01,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_50,disk5,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_51,disk1,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-12-01,cluster_C,host_52,disk9,1.0,csr,2021-12-01,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_52,disk8,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-11-30,cluster_C,host_53,disk1,1.0,csr,2021-11-30,1.0,T,0.8,15,csr,,
2021-12-02,cluster_C,host_53,disk9,1.0,csr,2021-12-02,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_54,disk3,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_54,disk6,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_54,disk4,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-11-23,cluster_C,host_55,disk11,1.0,csr,2021-11-23,1.0,T,0.8,15,csr,,
2021-11-22,cluster_C,host_57,disk1,1.0,csr,2021-11-22,1.0,T,0.8,15,csr,,
2021-11-21,cluster_C,host_58,disk12,1.0,csr,2021-11-21,1.0,T,0.8,15,csr,,
2021-11-30,cluster_C,host_58,disk2,1.0,csr,2021-11-30,1.0,T,0.8,15,csr,,
2021-11-21,cluster_C,host_6,disk6,1.0,csr,2021-11-21,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_6,disk3,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-27,cluster_C,host_6,disk10,1.0,csr,2021-11-27,1.0,T,0.8,15,csr,,
2021-11-28,cluster_C,host_6,disk4,1.0,csr,2021-11-28,1.0,T,0.8,15,csr,,
2021-11-29,cluster_C,host_6,disk7,1.0,csr,2021-11-29,2.0,T,0.8,15,csr,,
2021-12-05,cluster_C,host_6,disk7,1.0,csr,2021-12-05,2.0,T,0.8,15,csr,,
2021-11-30,cluster_C,host_61,disk12,1.0,csr,2021-11-30,1.0,T,0.8,15,csr,,
2021-12-02,cluster_C,host_61,disk1,1.0,csr,2021-12-02,1.0,T,0.8,15,csr,,
2021-12-03,cluster_C,host_61,disk9,1.0,csr,2021-12-03,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_63,disk3,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_63,disk8,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_64,disk1,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_64,disk2,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-11-29,cluster_C,host_65,disk6,1.0,csr,2021-11-29,1.0,T,0.8,15,csr,,
2021-11-22,cluster_C,host_66,disk3,1.0,csr,2021-11-22,1.0,T,0.8,15,csr,,
2021-12-02,cluster_C,host_66,disk6,1.0,csr,2021-12-02,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_67,disk2,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-27,cluster_C,host_67,disk7,1.0,csr,2021-11-27,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_67,disk1,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_67,disk5,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-11-23,cluster_C,host_68,disk3,1.0,csr,2021-11-23,1.0,T,0.8,15,csr,,
2021-11-29,cluster_C,host_69,disk5,1.0,csr,2021-11-29,1.0,T,0.8,15,csr,,
2021-12-05,cluster_C,host_69,disk8,1.0,csr,2021-12-05,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_7,disk1,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_70,disk4,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_70,disk6,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_70,disk8,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_71,disk8,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_71,disk12,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_71,disk4,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_71,disk1,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-11-21,cluster_C,host_73,disk1,1.0,csr,2021-11-21,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_73,disk5,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_73,disk4,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_75,disk7,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-21,cluster_C,host_76,disk4,1.0,csr,2021-11-21,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_76,disk6,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_76,disk2,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_76,disk12,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-25,cluster_C,host_77,disk11,1.0,csr,2021-11-25,1.0,T,0.8,15,csr,,
2021-11-25,cluster_C,host_78,disk2,1.0,csr,2021-11-25,1.0,T,0.8,15,csr,,
2021-11-29,cluster_C,host_78,disk6,1.0,csr,2021-11-29,1.0,T,0.8,15,csr,,
2021-12-01,cluster_C,host_79,disk4,1.0,csr,2021-12-01,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_8,disk5,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-21,cluster_C,host_80,disk12,1.0,csr,2021-11-21,1.0,T,0.8,15,csr,,
2021-11-21,cluster_C,host_80,disk9,1.0,csr,2021-11-21,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_80,disk1,1.0,csr,2021-11-26,2.0,T,0.8,15,csr,,
2021-12-02,cluster_C,host_80,disk1,1.0,csr,2021-12-02,2.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_80,disk10,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_81,disk1,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_81,disk2,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_81,disk4,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_81,disk8,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-11-25,cluster_C,host_82,disk9,1.0,csr,2021-11-25,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_82,disk12,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_82,disk5,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_83,disk4,1.0,csr,2021-11-26,2.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_83,disk3,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-27,cluster_C,host_83,disk5,1.0,csr,2021-11-27,1.0,T,0.8,15,csr,,
2021-11-29,cluster_C,host_83,disk1,1.0,csr,2021-11-29,3.0,T,0.8,15,csr,,
2021-11-30,cluster_C,host_83,disk1,1.0,csr,2021-11-30,3.0,T,0.8,15,csr,,
2021-12-01,cluster_C,host_83,disk1,1.0,csr,2021-12-01,3.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_83,disk4,1.0,csr,2021-12-04,2.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_84,disk7,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_85,disk11,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-12-01,cluster_C,host_85,disk9,1.0,csr,2021-12-01,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_86,disk8,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_86,disk12,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_86,disk3,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_87,disk12,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_88,disk4,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-11-27,cluster_C,host_89,disk9,1.0,csr,2021-11-27,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_89,disk8,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-11-29,cluster_C,host_9,disk3,1.0,csr,2021-11-29,1.0,T,0.8,15,csr,,
2021-11-26,cluster_C,host_90,disk4,1.0,csr,2021-11-26,1.0,T,0.8,15,csr,,
2021-12-04,cluster_C,host_90,disk3,1.0,csr,2021-12-04,1.0,T,0.8,15,csr,,
2021-11-22,cluster_C,host_91,disk8,1.0,csr,2021-11-22,1.0,T,0.8,15,csr,,
2021-11-27,cluster_C,host_91,disk10,1.0,csr,2021-11-27,1.0,T,0.8,15,csr,,
2021-11-21,cluster_C,host_93,disk12,1.0,csr,2021-11-21,1.0,T,0.8,15,csr,,
2021-11-21,cluster_C,host_2,disk1,1.0,multi_pred,2021-11-21,8.0,T,0.8,15,multi_pred,,
2021-11-21,cluster_C,host_2,disk2,1.0,multi_pred,2021-11-21,8.0,T,0.8,15,multi_pred,,
2021-11-21,cluster_C,host_2,disk3,1.0,multi_pred,2021-11-21,6.0,T,0.8,15,multi_pred,,
2021-11-21,cluster_C,host_2,disk4,1.0,multi_pred,2021-11-21,4.0,T,0.8,15,multi_pred,,
2021-11-23,cluster_C,host_2,disk1,1.0,multi_pred,2021-11-23,8.0,T,0.8,15,multi_pred,,
2021-11-23,cluster_C,host_2,disk10,1.0,multi_pred,2021-11-23,4.0,T,0.8,15,multi_pred,,
2021-11-23,cluster_C,host_2,disk11,1.0,multi_pred,2021-11-23,3.0,T,0.8,15,multi_pred,,
2021-11-23,cluster_C,host_2,disk2,1.0,multi_pred,2021-11-23,8.0,T,0.8,15,multi_pred,,
2021-11-23,cluster_C,host_2,disk3,1.0,multi_pred,2021-11-23,6.0,T,0.8,15,multi_pred,,
2021-11-23,cluster_C,host_2,disk5,1.0,multi_pred,2021-11-23,3.0,T,0.8,15,multi_pred,,
2021-11-23,cluster_C,host_2,disk6,1.0,multi_pred,2021-11-23,3.0,T,0.8,15,multi_pred,,
2021-11-23,cluster_C,host_2,disk7,1.0,multi_pred,2021-11-23,3.0,T,0.8,15,multi_pred,,
2021-11-23,cluster_C,host_2,disk8,1.0,multi_pred,2021-11-23,2.0,T,0.8,15,multi_pred,,
2021-11-23,cluster_C,host_2,disk9,1.0,multi_pred,2021-11-23,3.0,T,0.8,15,multi_pred,,
2021-11-24,cluster_C,host_2,disk1,1.0,multi_pred,2021-11-24,8.0,T,0.8,15,multi_pred,,
2021-11-24,cluster_C,host_2,disk10,1.0,multi_pred,2021-11-24,4.0,T,0.8,15,multi_pred,,
2021-11-24,cluster_C,host_2,disk2,1.0,multi_pred,2021-11-24,8.0,T,0.8,15,multi_pred,,
2021-11-24,cluster_C,host_2,disk7,1.0,multi_pred,2021-11-24,3.0,T,0.8,15,multi_pred,,
2021-11-24,cluster_C,host_2,disk8,1.0,multi_pred,2021-11-24,2.0,T,0.8,15,multi_pred,,
2021-11-28,cluster_C,host_2,disk1,1.0,multi_pred,2021-11-28,8.0,T,0.8,15,multi_pred,,
2021-11-28,cluster_C,host_2,disk10,1.0,multi_pred,2021-11-28,4.0,T,0.8,15,multi_pred,,
2021-11-28,cluster_C,host_2,disk11,1.0,multi_pred,2021-11-28,3.0,T,0.8,15,multi_pred,,
2021-11-28,cluster_C,host_2,disk12,1.0,multi_pred,2021-11-28,1.0,T,0.8,15,multi_pred,,
2021-11-28,cluster_C,host_2,disk2,1.0,multi_pred,2021-11-28,8.0,T,0.8,15,multi_pred,,
2021-11-28,cluster_C,host_2,disk3,1.0,multi_pred,2021-11-28,6.0,T,0.8,15,multi_pred,,
2021-11-28,cluster_C,host_2,disk4,1.0,multi_pred,2021-11-28,4.0,T,0.8,15,multi_pred,,
2021-11-28,cluster_C,host_2,disk5,1.0,multi_pred,2021-11-28,3.0,T,0.8,15,multi_pred,,
2021-11-28,cluster_C,host_2,disk7,1.0,multi_pred,2021-11-28,3.0,T,0.8,15,multi_pred,,
2021-11-28,cluster_C,host_2,disk9,1.0,multi_pred,2021-11-28,3.0,T,0.8,15,multi_pred,,
2021-11-30,cluster_C,host_2,disk1,1.0,multi_pred,2021-11-30,8.0,T,0.8,15,multi_pred,,
2021-11-30,cluster_C,host_2,disk2,1.0,multi_pred,2021-11-30,8.0,T,0.8,15,multi_pred,,
2021-12-01,cluster_C,host_2,disk1,1.0,multi_pred,2021-12-01,8.0,T,0.8,15,multi_pred,,
2021-12-01,cluster_C,host_2,disk10,1.0,multi_pred,2021-12-01,4.0,T,0.8,15,multi_pred,,
2021-12-01,cluster_C,host_2,disk2,1.0,multi_pred,2021-12-01,8.0,T,0.8,15,multi_pred,,
2021-12-01,cluster_C,host_2,disk3,1.0,multi_pred,2021-12-01,6.0,T,0.8,15,multi_pred,,
2021-12-01,cluster_C,host_2,disk4,1.0,multi_pred,2021-12-01,4.0,T,0.8,15,multi_pred,,
2021-12-01,cluster_C,host_2,disk6,1.0,multi_pred,2021-12-01,3.0,T,0.8,15,multi_pred,,
2021-12-03,cluster_C,host_2,disk1,1.0,multi_pred,2021-12-03,8.0,T,0.8,15,multi_pred,,
2021-12-03,cluster_C,host_2,disk11,1.0,multi_pred,2021-12-03,3.0,T,0.8,15,multi_pred,,
2021-12-03,cluster_C,host_2,disk2,1.0,multi_pred,2021-12-03,8.0,T,0.8,15,multi_pred,,
2021-12-03,cluster_C,host_2,disk3,1.0,multi_pred,2021-12-03,6.0,T,0.8,15,multi_pred,,
2021-12-03,cluster_C,host_2,disk6,1.0,multi_pred,2021-12-03,3.0,T,0.8,15,multi_pred,,
2021-12-03,cluster_C,host_2,disk9,1.0,multi_pred,2021-12-03,3.0,T,0.8,15,multi_pred,,
2021-12-05,cluster_C,host_2,disk1,1.0,multi_pred,2021-12-05,8.0,T,0.8,15,multi_pred,,
