date,cluster,host,disk,zero_cnt,total_cnt,max_oc,kl,compared_cnt,percent,max_kl,adjusted_mean,adjusted_std,adjusted_zscore_kl,score,dt,last_15_score,decision_status,score_threshold
2021-11-22,cluster_C,host_1,disk7,713,720,2.0,0.17288105946218604,11,0.009722222222222222,1.4285740897222,0.25587683878769296,0.14305256236438654,-0.5801768102139848,,2021-11-22,0.0,F,1000.0
2021-11-22,cluster_C,host_1,disk8,666,720,4.0,1.4285740897222,11,0.075,1.4285740897222,0.25587683878769296,0.14305256236438654,8.19766686840175,0.0,2021-11-22,0.0,F,1000.0
2021-11-22,cluster_C,host_1,disk9,714,720,1.0,0.17248269220157864,11,0.008333333333333333,1.4285740897222,0.25587683878769296,0.14305256236438654,-0.5829615716612679,,2021-11-22,0.0,F,1000.0
2021-11-23,cluster_C,host_1,disk1,608,721,9.0,7.8225406398997155,11,0.15672676837725383,7.8225406398997155,0.3916676718238063,0.3244631775803974,22.902053242188458,100.0,2021-11-23,225.0,F,1000.0
2021-11-23,cluster_C,host_1,disk10,707,721,2.0,0.2911521295912747,11,0.019417475728155338,7.8225406398997155,0.3916676718238063,0.3244631775803974,-0.30979029109589884,,2021-11-23,100.0,F,1000.0
2021-11-23,cluster_C,host_1,disk11,711,721,1.0,0.21896606554418946,11,0.013869625520110958,7.8225406398997155,0.3916676718238063,0.3244631775803974,-0.5322687386824467,,2021-11-23,0.0,F,1000.0
2021-11-23,cluster_C,host_1,disk12,712,721,3.0,0.3563968312503919,11,0.012482662968099861,7.8225406398997155,0.3916676718238063,0.3244631775803974,-0.10870521837466374,,2021-11-23,100.0,F,1000.0
2021-11-23,cluster_C,host_1,disk2,711,721,1.0,0.21896606554418946,11,0.013869625520110958,7.8225406398997155,0.3916676718238063,0.3244631775803974,-0.5322687386824467,,2021-11-23,100.0,F,1000.0
2021-11-23,cluster_C,host_1,disk3,717,721,1.0,0.2522130491145292,11,0.005547850208044383,7.8225406398997155,0.3916676718238063,0.3244631775803974,-0.429801075577281,,2021-11-23,,F,1000.0
2021-11-23,cluster_C,host_1,disk4,694,721,2.0,0.4736178568359011,11,0.03744798890429958,7.8225406398997155,0.3916676718238063,0.3244631775803974,0.25257160341958584,,2021-11-23,300.0,F,1000.0
2021-11-23,cluster_C,host_1,disk5,718,721,1.0,0.2688869794518837,11,0.004160887656033287,7.8225406398997155,0.3916676718238063,0.3244631775803974,-0.3784117917093974,,2021-11-23,200.0,F,1000.0
2021-11-23,cluster_C,host_1,disk6,719,721,1.0,0.2912380648001966,11,0.0027739251040221915,7.8225406398997155,0.3916676718238063,0.3244631775803974,-0.309525437593684,,2021-11-23,0.0,F,1000.0
2021-11-23,cluster_C,host_1,disk7,673,721,4.0,1.3441722049677998,11,0.06657420249653259,7.8225406398997155,0.3916676718238063,0.3244631775803974,2.9356321424423464,0.0,2021-11-23,0.0,F,1000.0
2021-11-23,cluster_C,host_1,disk8,710,721,3.0,0.34642107831151636,11,0.015256588072122053,7.8225406398997155,0.3916676718238063,0.3244631775803974,-0.13945062687761686,,2021-11-23,0.0,F,1000.0
2021-11-23,cluster_C,host_1,disk9,713,721,2.0,0.24631406464999644,11,0.011095700416088766,7.8225406398997155,0.3916676718238063,0.3244631775803974,-0.44798182726849883,,2021-11-23,0.0,F,1000.0
2021-11-24,cluster_C,host_1,disk1,644,721,8.0,3.4659799080190963,11,0.10679611650485436,3.4659799080190963,0.5766456087143518,0.37619831169455703,7.680348926314834,100.0,2021-11-24,225.0,F,1000.0
2021-11-24,cluster_C,host_1,disk10,683,721,5.0,0.8388343559427693,11,0.052704576976421634,3.4659799080190963,0.5766456087143518,0.37619831169455703,0.6969429130274616,,2021-11-24,100.0,F,1000.0
2021-11-24,cluster_C,host_1,disk11,703,721,2.0,0.23129268080653814,11,0.024965325936199722,3.4659799080190963,0.5766456087143518,0.37619831169455703,-0.9180076496148994,,2021-11-24,0.0,F,1000.0
2021-11-24,cluster_C,host_1,disk12,706,721,5.0,0.5072644954604388,11,0.020804438280166437,3.4659799080190963,0.5766456087143518,0.37619831169455703,-0.18442696603658568,,2021-11-24,100.0,F,1000.0
2021-11-24,cluster_C,host_1,disk2,683,721,3.0,1.056604623458608,11,0.052704576976421634,3.4659799080190963,0.5766456087143518,0.37619831169455703,1.275813845581382,,2021-11-24,100.0,F,1000.0
2021-11-24,cluster_C,host_1,disk3,708,721,1.0,0.21943918657851894,11,0.018030513176144243,3.4659799080190963,0.5766456087143518,0.37619831169455703,-0.9495162817898448,,2021-11-24,,F,1000.0
2021-11-24,cluster_C,host_1,disk4,680,721,7.0,1.0607051966061287,11,0.056865464632454926,3.4659799080190963,0.5766456087143518,0.37619831169455703,1.2867138762834072,,2021-11-24,300.0,F,1000.0
2021-11-24,cluster_C,host_1,disk5,715,721,1.0,0.2643055579823557,11,0.008321775312066574,3.4659799080190963,0.5766456087143518,0.37619831169455703,-0.8302537279475917,,2021-11-24,200.0,F,1000.0
2021-11-24,cluster_C,host_1,disk6,716,721,1.0,0.2795339450287479,11,0.006934812760055479,3.4659799080190963,0.5766456087143518,0.37619831169455703,-0.7897740485524423,,2021-11-24,0.0,F,1000.0
2021-11-24,cluster_C,host_1,disk7,716,721,1.0,0.2795339450287479,11,0.006934812760055479,3.4659799080190963,0.5766456087143518,0.37619831169455703,-0.7897740485524423,,2021-11-24,0.0,F,1000.0
2021-11-24,cluster_C,host_1,disk8,700,721,3.0,0.4465898686403894,11,0.02912621359223301,3.4659799080190963,0.5766456087143518,0.37619831169455703,-0.34571058941794836,,2021-11-24,0.0,F,1000.0
2021-11-24,cluster_C,host_1,disk9,685,721,6.0,1.1589978403246275,11,0.049930651872399444,3.4659799080190963,0.5766456087143518,0.37619831169455703,1.5479926770195056,0.0,2021-11-24,0.0,F,1000.0
2021-11-25,cluster_C,host_1,disk1,640,721,6.0,2.8391572561460117,11,0.11234396671289876,2.8391572561460117,0.5325174585962438,0.5074840472347607,4.545245924711251,25.0,2021-11-25,225.0,F,1000.0
2021-11-25,cluster_C,host_1,disk10,716,721,1.0,0.2553577424178694,11,0.006934812760055479,2.8391572561460117,0.5325174585962438,0.5074840472347607,-0.5461446870864121,,2021-11-25,100.0,F,1000.0
2021-11-25,cluster_C,host_1,disk11,687,721,4.0,0.7200958520462681,11,0.047156726768377254,2.8391572561460117,0.5325174585962438,0.5074840472347607,0.36962421670616796,,2021-11-25,0.0,F,1000.0
2021-11-25,cluster_C,host_1,disk12,715,721,1.0,0.24174184816848435,11,0.008321775312066574,2.8391572561460117,0.5325174585962438,0.5074840472347607,-0.5729748787418484,,2021-11-25,100.0,F,1000.0
2021-11-25,cluster_C,host_1,disk2,699,721,3.0,0.3827780566033899,11,0.030513176144244106,2.8391572561460117,0.5325174585962438,0.5074840472347607,-0.2950622838466976,,2021-11-25,100.0,F,1000.0
2021-11-25,cluster_C,host_1,disk3,678,721,4.0,1.1381666887734647,11,0.059639389736477116,2.8391572561460117,0.5325174585962438,0.5074840472347607,1.1934350123464064,,2021-11-25,,F,1000.0
2021-11-25,cluster_C,host_1,disk4,702,721,2.0,0.2806008627246488,11,0.026352288488210817,2.8391572561460117,0.5325174585962438,0.5074840472347607,-0.4964029849692183,,2021-11-25,300.0,F,1000.0
2021-11-25,cluster_C,host_1,disk5,664,721,3.0,1.8070247962637196,11,0.07905686546463246,2.8391572561460117,0.5325174585962438,0.5074840472347607,2.51142345185462,0.0,2021-11-25,200.0,F,1000.0
2021-11-25,cluster_C,host_1,disk6,713,721,2.0,0.24886309075776755,11,0.011095700416088766,2.8391572561460117,0.5325174585962438,0.5074840472347607,-0.5589424325436154,,2021-11-25,0.0,F,1000.0
2021-11-25,cluster_C,host_1,disk7,716,721,1.0,0.25535774241786946,11,0.006934812760055479,2.8391572561460117,0.5325174585962438,0.5074840472347607,-0.5461446870864121,,2021-11-25,0.0,F,1000.0
2021-11-25,cluster_C,host_1,disk8,717,721,1.0,0.27234762196733014,11,0.005547850208044383,2.8391572561460117,0.5325174585962438,0.5074840472347607,-0.5126660395465786,,2021-11-25,0.0,F,1000.0
2021-11-25,cluster_C,host_1,disk9,716,721,1.0,0.25535774241786946,11,0.006934812760055479,2.8391572561460117,0.5325174585962438,0.5074840472347607,-0.5461446870864121,,2021-11-25,0.0,F,1000.0
2021-11-26,cluster_C,host_1,disk1,709,721,2.0,0.09726914101166499,11,0.016643550624133148,0.657945998602845,0.20772068974882452,0.1217719020409183,-0.9070364089414087,,2021-11-26,225.0,F,1000.0
2021-11-26,cluster_C,host_1,disk10,695,721,3.0,0.3244460051372713,11,0.036061026352288486,0.657945998602845,0.20772068974882452,0.1217719020409183,0.9585570516031214,,2021-11-26,100.0,F,1000.0
2021-11-26,cluster_C,host_1,disk11,717,721,1.0,0.18150007066842166,11,0.005547850208044383,0.657945998602845,0.20772068974882452,0.1217719020409183,-0.2153256920598324,,2021-11-26,0.0,F,1000.0
2021-11-26,cluster_C,host_1,disk12,710,721,2.0,0.10119850303926271,11,0.015256588072122053,0.657945998602845,0.20772068974882452,0.1217719020409183,-0.8747681930250853,,2021-11-26,100.0,F,1000.0
2021-11-26,cluster_C,host_1,disk2,686,721,3.0,0.4570138693299086,11,0.04854368932038835,0.657945998602845,0.20772068974882452,0.1217719020409183,2.0472143031593246,0.0,2021-11-26,100.0,F,1000.0
2021-11-26,cluster_C,host_1,disk3,713,721,1.0,0.1267656791943285,11,0.011095700416088766,0.657945998602845,0.20772068974882452,0.1217719020409183,-0.6648086233168403,,2021-11-26,,F,1000.0
2021-11-26,cluster_C,host_1,disk4,690,721,3.0,0.36231530978234827,11,0.04299583911234397,0.657945998602845,0.20772068974882452,0.1217719020409183,1.2695426238934515,,2021-11-26,300.0,F,1000.0
2021-11-26,cluster_C,host_1,disk5,681,721,4.0,0.657945998602845,11,0.05547850208044383,0.657945998602845,0.20772068974882452,0.1217719020409183,3.6972840311119874,0.0,2021-11-26,200.0,F,1000.0
2021-11-26,cluster_C,host_1,disk6,709,721,2.0,0.11179952653378603,11,0.016643550624133148,0.657945998602845,0.20772068974882452,0.1217719020409183,-0.7877117923542548,,2021-11-26,0.0,F,1000.0
2021-11-26,cluster_C,host_1,disk7,704,721,3.0,0.1621780688510085,11,0.023578363384188627,0.657945998602845,0.20772068974882452,0.1217719020409183,-0.373999421332128,,2021-11-26,0.0,F,1000.0
2021-11-26,cluster_C,host_1,disk8,699,721,2.0,0.13003444071405473,11,0.030513176144244106,0.657945998602845,0.20772068974882452,0.1217719020409183,-0.6379653083571392,,2021-11-26,0.0,F,1000.0
2021-11-26,cluster_C,host_1,disk9,706,721,3.0,0.23040697297501436,11,0.020804438280166437,0.657945998602845,0.20772068974882452,0.1217719020409183,0.18630146073079082,,2021-11-26,0.0,F,1000.0
2021-11-27,cluster_C,host_1,disk1,708,721,2.0,0.4388022718795269,11,0.018030513176144243,6.139016343726516,1.0767473679496213,1.163541060358224,-0.5482789716709162,,2021-11-27,225.0,F,1000.0
2021-11-27,cluster_C,host_1,disk10,676,721,9.0,3.176084110622589,11,0.06241331484049931,6.139016343726516,1.0767473679496213,1.163541060358224,1.8042652848251326,0.0,2021-11-27,100.0,F,1000.0
2021-11-27,cluster_C,host_1,disk11,702,721,3.0,0.6101760362698491,11,0.026352288488210817,6.139016343726516,1.0767473679496213,1.163541060358224,-0.4009925799577087,,2021-11-27,0.0,F,1000.0
2021-11-27,cluster_C,host_1,disk12,711,721,1.0,0.3994119021086035,11,0.013869625520110958,6.139016343726516,1.0767473679496213,1.163541060358224,-0.5821328433673701,,2021-11-27,100.0,F,1000.0
2021-11-27,cluster_C,host_1,disk2,627,721,16.0,6.139016343726516,11,0.130374479889043,6.139016343726516,1.0767473679496213,1.163541060358224,4.350743732428621,100.0,2021-11-27,100.0,F,1000.0
2021-11-27,cluster_C,host_1,disk3,713,721,1.0,0.38390013260561906,11,0.011095700416088766,6.139016343726516,1.0767473679496213,1.163541060358224,-0.5954643621521124,,2021-11-27,,F,1000.0
2021-11-27,cluster_C,host_1,disk4,652,721,6.0,3.534707241052178,11,0.0957004160887656,6.139016343726516,1.0767473679496213,1.163541060358224,2.1124822808967436,0.0,2021-11-27,300.0,F,1000.0
2021-11-27,cluster_C,host_1,disk5,675,721,3.0,1.3681757047473613,11,0.0638002773925104,6.139016343726516,1.0767473679496213,1.163541060358224,0.25046674047585116,,2021-11-27,200.0,F,1000.0
2021-11-27,cluster_C,host_1,disk6,721,721,0.0,0.4587778070186004,11,0.0,6.139016343726516,1.0767473679496213,1.163541060358224,-0.5311110900897337,,2021-11-27,0.0,F,1000.0
2021-11-27,cluster_C,host_1,disk7,698,721,3.0,0.6244144652041486,11,0.0319001386962552,6.139016343726516,1.0767473679496213,1.163541060358224,-0.38875542785418443,,2021-11-27,0.0,F,1000.0
2021-11-27,cluster_C,host_1,disk8,709,721,3.0,0.4735883995658442,11,0.016643550624133148,6.139016343726516,1.0767473679496213,1.163541060358224,-0.5183821946069357,,2021-11-27,0.0,F,1000.0
2021-11-27,cluster_C,host_1,disk9,715,721,1.0,0.3761829763715151,11,0.008321775312066574,6.139016343726516,1.0767473679496213,1.163541060358224,-0.6020968364987659,,2021-11-27,0.0,F,1000.0
2021-11-28,cluster_C,host_1,disk1,694,721,2.0,0.5201785681976832,11,0.03744798890429958,3.251018006051423,0.5686024732345158,0.43820664953032956,-0.1105047244005391,,2021-11-28,225.0,F,1000.0
2021-11-28,cluster_C,host_1,disk10,720,721,1.0,0.315037473677943,11,0.0013869625520110957,3.251018006051423,0.5686024732345158,0.43820664953032956,-0.578642519067988,,2021-11-28,100.0,F,1000.0
2021-11-28,cluster_C,host_1,disk11,719,721,1.0,0.2853449321103648,11,0.0027739251040221915,3.251018006051423,0.5686024732345158,0.43820664953032956,-0.6464017408858282,,2021-11-28,0.0,F,1000.0
2021-11-28,cluster_C,host_1,disk12,716,721,1.0,0.2380343006473974,11,0.006934812760055479,3.251018006051423,0.5686024732345158,0.43820664953032956,-0.7543659434228619,,2021-11-28,100.0,F,1000.0
2021-11-28,cluster_C,host_1,disk2,692,721,4.0,0.6723158710923439,11,0.04022191400832178,3.251018006051423,0.5686024732345158,0.43820664953032956,0.2366769148048945,,2021-11-28,100.0,F,1000.0
2021-11-28,cluster_C,host_1,disk3,719,721,1.0,0.2853449321103648,11,0.0027739251040221915,3.251018006051423,0.5686024732345158,0.43820664953032956,-0.6464017408858282,,2021-11-28,,F,1000.0
2021-11-28,cluster_C,host_1,disk4,666,721,4.0,1.6028175798347375,11,0.07628294036061026,3.251018006051423,0.5686024732345158,0.43820664953032956,2.3601081994275868,0.0,2021-11-28,300.0,F,1000.0
2021-11-28,cluster_C,host_1,disk5,679,721,3.0,1.1431101996032822,11,0.05825242718446602,3.251018006051423,0.5686024732345158,0.43820664953032956,1.3110429222936815,,2021-11-28,200.0,F,1000.0
2021-11-28,cluster_C,host_1,disk6,716,721,1.0,0.2380343006473974,11,0.006934812760055479,3.251018006051423,0.5686024732345158,0.43820664953032956,-0.7543659434228619,,2021-11-28,0.0,F,1000.0
2021-11-28,cluster_C,host_1,disk7,694,721,3.0,0.6312607426267728,11,0.03744798890429958,3.251018006051423,0.5686024732345158,0.43820664953032956,0.14298794748873425,,2021-11-28,0.0,F,1000.0
2021-11-28,cluster_C,host_1,disk8,712,721,3.0,0.3231483050313875,11,0.012482662968099861,3.251018006051423,0.5686024732345158,0.43820664953032956,-0.5601333719289894,,2021-11-28,0.0,F,1000.0
2021-11-28,cluster_C,host_1,disk9,667,721,9.0,3.251018006051423,11,0.07489597780859916,3.251018006051423,0.5686024732345158,0.43820664953032956,6.121348308365296,0.0,2021-11-28,0.0,F,1000.0
2021-11-29,cluster_C,host_1,disk1,695,721,3.0,0.3794529120962907,11,0.036061026352288486,3.2590200803488756,0.37555253464123867,0.23984237723253843,0.01626225315166222,,2021-11-29,225.0,F,1000.0
2021-11-29,cluster_C,host_1,disk10,707,721,3.0,0.27859975275671595,11,0.019417475728155338,3.2590200803488756,0.37555253464123867,0.23984237723253843,-0.4042354107861533,,2021-11-29,100.0,F,1000.0
2021-11-29,cluster_C,host_1,disk11,703,721,1.0,0.19264616747791574,11,0.024965325936199722,3.2590200803488756,0.37555253464123867,0.23984237723253843,-0.7626107165623472,,2021-11-29,0.0,F,1000.0
2021-11-29,cluster_C,host_1,disk12,719,721,1.0,0.26226143793940215,11,0.0027739251040221915,3.2590200803488756,0.37555253464123867,0.23984237723253843,-0.47235646181073115,,2021-11-29,100.0,F,1000.0
2021-11-29,cluster_C,host_1,disk2,693,721,2.0,0.41414950211141655,11,0.038834951456310676,3.2590200803488756,0.37555253464123867,0.23984237723253843,0.16092638805341855,,2021-11-29,100.0,F,1000.0
2021-11-29,cluster_C,host_1,disk3,716,721,1.0,0.20158889274661604,11,0.006934812760055479,3.2590200803488756,0.37555253464123867,0.23984237723253843,-0.7253248733686322,,2021-11-29,,F,1000.0
2021-11-29,cluster_C,host_1,disk4,695,721,6.0,0.887257437009043,11,0.036061026352288486,3.2590200803488756,0.37555253464123867,0.23984237723253843,2.1335049638524994,0.0,2021-11-29,300.0,F,1000.0
2021-11-29,cluster_C,host_1,disk5,654,721,7.0,3.2590200803488756,11,0.09292649098474341,3.2590200803488756,0.37555253464123867,0.23984237723253843,12.022343920115418,0.0,2021-11-29,200.0,F,1000.0
2021-11-29,cluster_C,host_1,disk6,693,721,4.0,0.767889680272162,11,0.038834951456310676,3.2590200803488756,0.37555253464123867,0.23984237723253843,1.6358124454817844,0.0,2021-11-29,0.0,F,1000.0
2021-11-29,cluster_C,host_1,disk7,711,721,1.0,0.16545251670320277,11,0.013869625520110958,3.2590200803488756,0.37555253464123867,0.23984237723253843,-0.8759920592945678,,2021-11-29,0.0,F,1000.0
2021-11-29,cluster_C,host_1,disk8,715,721,2.0,0.20861586694883083,11,0.008321775312066574,3.2590200803488756,0.37555253464123867,0.23984237723253843,-0.6960265721956004,,2021-11-29,0.0,F,1000.0
2021-11-29,cluster_C,host_1,disk9,702,721,3.0,0.37316371499202916,11,0.026352288488210817,3.2590200803488756,0.37555253464123867,0.23984237723253843,-0.009959956521334148,,2021-11-29,0.0,F,1000.0
2021-11-30,cluster_C,host_1,disk1,711,721,2.0,0.37149774274264385,11,0.013869625520110958,7.2091618060275335,0.7181751006940522,0.534867403718458,-0.648155702780294,,2021-11-30,225.0,F,1000.0
2021-11-30,cluster_C,host_1,disk10,696,721,4.0,0.8038872899285848,11,0.03467406380027739,7.2091618060275335,0.7181751006940522,0.534867403718458,0.1602494162827121,,2021-11-30,100.0,F,1000.0
2021-11-30,cluster_C,host_1,disk11,670,721,5.0,2.0833651064888157,11,0.07073509015256588,7.2091618060275335,0.7181751006940522,0.534867403718458,2.5523896133954134,0.0,2021-11-30,0.0,F,1000.0
2021-11-30,cluster_C,host_1,disk12,696,721,5.0,0.8410666951288341,11,0.03467406380027739,7.2091618060275335,0.7181751006940522,0.534867403718458,0.22976085957085032,,2021-11-30,100.0,F,1000.0
2021-11-30,cluster_C,host_1,disk2,717,721,1.0,0.3597656620653794,11,0.005547850208044383,7.2091618060275335,0.7181751006940522,0.534867403718458,-0.6700902618798048,,2021-11-30,100.0,F,1000.0
2021-11-30,cluster_C,host_1,disk3,706,721,2.0,0.43380668406419826,11,0.020804438280166437,7.2091618060275335,0.7181751006940522,0.534867403718458,-0.5316615195708188,,2021-11-30,,F,1000.0
2021-11-30,cluster_C,host_1,disk4,713,721,2.0,0.3586384186390264,11,0.011095700416088766,7.2091618060275335,0.7181751006940522,0.534867403718458,-0.672197781273427,,2021-11-30,300.0,F,1000.0
2021-11-30,cluster_C,host_1,disk5,613,721,10.0,7.2091618060275335,11,0.14979195561719832,7.2091618060275335,0.7181751006940522,0.534867403718458,12.13569318340848,100.0,2021-11-30,200.0,F,1000.0
2021-11-30,cluster_C,host_1,disk6,721,721,0.0,0.44713331718677074,11,0.0,7.2091618060275335,0.7181751006940522,0.534867403718458,-0.506745749737166,,2021-11-30,0.0,F,1000.0
2021-11-30,cluster_C,host_1,disk7,679,721,4.0,1.2714209676086978,11,0.05825242718446602,7.2091618060275335,0.7181751006940522,0.534867403718458,1.0343607837539146,,2021-11-30,0.0,F,1000.0
2021-11-30,cluster_C,host_1,disk8,720,721,1.0,0.40225411106596776,11,0.0013869625520110957,7.2091618060275335,0.7181751006940522,0.534867403718458,-0.5906529121643354,,2021-11-30,0.0,F,1000.0
2021-11-30,cluster_C,host_1,disk9,701,721,2.0,0.527090112715656,11,0.027739251040221916,7.2091618060275335,0.7181751006940522,0.534867403718458,-0.3572567455970434,,2021-11-30,0.0,F,1000.0
2021-12-01,cluster_C,host_1,disk1,711,721,2.0,0.23176389255938462,11,0.013869625520110958,5.982330104677249,0.6239275359563318,0.6943123123933403,-0.5648231154725359,,2021-12-01,225.0,F,1000.0
2021-12-01,cluster_C,host_1,disk10,701,721,3.0,0.43171787787381827,11,0.027739251040221916,5.982330104677249,0.6239275359563318,0.6943123123933403,-0.27683458099706476,,2021-12-01,100.0,F,1000.0
2021-12-01,cluster_C,host_1,disk11,715,721,1.0,0.2525905369092514,11,0.008321775312066574,5.982330104677249,0.6239275359563318,0.6943123123933403,-0.5348270402508883,,2021-12-01,0.0,F,1000.0
2021-12-01,cluster_C,host_1,disk12,708,721,2.0,0.2292064150584668,11,0.018030513176144243,5.982330104677249,0.6239275359563318,0.6943123123933403,-0.5685065839279664,,2021-12-01,100.0,F,1000.0
2021-12-01,cluster_C,host_1,disk2,704,721,2.0,0.25908071810491773,11,0.023578363384188627,5.982330104677249,0.6239275359563318,0.6943123123933403,-0.5254794007523257,,2021-12-01,100.0,F,1000.0
2021-12-01,cluster_C,host_1,disk3,682,721,5.0,0.9796687495219838,11,0.05409153952843273,5.982330104677249,0.6239275359563318,0.6943123123933403,0.5123648352704399,,2021-12-01,,F,1000.0
2021-12-01,cluster_C,host_1,disk4,645,721,17.0,5.982330104677249,11,0.10540915395284327,5.982330104677249,0.6239275359563318,0.6943123123933403,7.717568121830002,100.0,2021-12-01,300.0,F,1000.0
2021-12-01,cluster_C,host_1,disk5,655,721,5.0,2.4394422229944412,11,0.09153952843273232,5.982330104677249,0.6239275359563318,0.6943123123933403,2.6148386750912,0.0,2021-12-01,200.0,F,1000.0
2021-12-01,cluster_C,host_1,disk6,685,721,5.0,1.2489934038987702,11,0.049930651872399444,5.982330104677249,0.6239275359563318,0.6943123123933403,0.9002661436145287,,2021-12-01,0.0,F,1000.0
2021-12-01,cluster_C,host_1,disk7,716,721,1.0,0.26340464220254695,11,0.006934812760055479,5.982330104677249,0.6239275359563318,0.6943123123933403,-0.5192517651185511,,2021-12-01,0.0,F,1000.0
2021-12-01,cluster_C,host_1,disk8,715,721,1.0,0.2525905369092514,11,0.008321775312066574,5.982330104677249,0.6239275359563318,0.6943123123933403,-0.5348270402508883,,2021-12-01,0.0,F,1000.0
2021-12-01,cluster_C,host_1,disk9,716,721,2.0,0.2747438994868172,11,0.006934812760055479,5.982330104677249,0.6239275359563318,0.6943123123933403,-0.5029201272059479,,2021-12-01,0.0,F,1000.0
